question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,membantu meningkatan kecerdasaan otak membantu memelihara kekebalan tubuh membantu menambah energy didalam tubuh dengan berolahraga dapat membantu mencairkan rasa stress dapat membantu program diet,46,analisis_essay,analisis_essay-11,0.46,11,olahraga
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,merefresh pikiran menambah stamina kita meregangkan otot agar tidak mudah cidera baik untuk diet membentuk tubuh sesuai keinginan,41,analisis_essay,analisis_essay-11,0.41,11,olahraga
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,berolahraga akan meningkatkan kapasitas otak anda menggerakkan tubuh membantu mencairkan stres anda berolahraga akan memberikan energi tidak sulit mencari waktu untuk berolahraga berolahraga akan membina hubungan,40,analisis_essay,analisis_essay-11,0.4,11,olahraga
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,menyehatkan tubuh menguatkan otot tubuh menyegarkan pikiran membuat tubuh semangat bisa menjadi pola hidup sehat,41,analisis_essay,analisis_essay-11,0.41,11,olahraga
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,lima manfaat olahraga bagi tubuh adalah yakni menjadikan tubuh atau badan lebih sehat dan bugar merengangkan atau merilekskan otot otot tubuh atau badan yang kaku menjadikan kinerja organ tubuh lancar termasuk dalam peredaran darah menjernihkan pikiran dan rilex karena penat dari perkerjaan menjaga keseimbangan dan menjaga stamina,30,analisis_essay,analisis_essay-11,0.3,11,olahraga
"Sebutkan 5 manfaat olahraga bagi tubuh. (Termasuk bagi pikiran, otot dan organ tubuh) ",mengurangi stress membentuk otot tubuh dan mengencangkan otot membakar lemak menghindarkan dari penyakit membuat organ tubuh lebih sehat meningkatkan stamina menghindari penuaan dini,pikiran menjadi fresh otot terlatih dengan baik otot menjadi kuat badan segar pencernaan lebih terjaga,23,analisis_essay,analisis_essay-11,0.23,11,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah anak bungsu dari 4 bersaudara dan lahir di solo tanggal 22 januari 1993 mereka semua bisa dikatakan keturunan pebalap sama seperti ayahnya sinyo haryanto yang juga merupakan seorang pebalap rio mempunyai banyak prestasi selain dalam balap sendiri ia juga mempunyai segudang prestasi dalam bidang lainnya tahun 2012 rio mulai melaju di balapan gp2 rio merupakan pebalap indonesia pertama yang masuk ke balapan bergengsi f1 sebenarnya akhir tahun 2010 lalu rio pernah melakukan tes f1 menduduki f1 adalah sesuatu yang sulit pebalap harus melakukan tahap tahap yang panjang rio sangat cinta dengan negerinya yaitu indonesia walaupun dia telah menjelajahi dunia ini melalui karir balapnya bahkan rio pernah dinobatkan sebagai pebalap termuda di dunia,70,analisis_essay,analisis_essay-13,0.7,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalap tempat lahir indonesia tim saat ini arsenal awal karir berada di indonesia,23,analisis_essay,analisis_essay-13,0.23,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalap muda asal indonesia lahir di kota solo 22 januari 1993 tim saat ini yang di bela marussia f1 team,30,analisis_essay,analisis_essay-13,0.3,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalap formula one berasal dari indonesia yang pertama menang mewakili indonesia,42,analisis_essay,analisis_essay-13,0.42,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalap f1 yang berasal dai indonesia rio lahir di surakarta indonesia rio merintis karir dari ftms global academy singapore sekarang rio bersama dengan tim manor racing,48,analisis_essay,analisis_essay-13,0.48,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing 22 januari 1993 gp2 series dan f1,49,analisis_essay,analisis_essay-13,0.49,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto merupakan seorang atlet pembalap f1 pertama kali di indonesia bahkan asia rio lahir di indonesia,38,analisis_essay,analisis_essay-13,0.38,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto pembalap muda indonesia yang bercita cita menjuarai ajang balap f1 setelah sejak 2011 berkompetisi di level gp2 tahun ini rencananya rio akan menjajal di kasta tertinggi yakni kelas f1 kabarnya rio telah menggelontorkan uang sebesar 3 juta euro kepada manor racing agar bisa berlaga di kelas formula 1 jika rio haryanto bisa tampil di kelas f1 tentu menjadi kebanggan bagi masyarakat indonesia karena baru kali ada pembalap asal indonesia yang mampu berlaga di kelas paling bergengsi itu nah berikut kami berikan biodat dan profilnya selengkapnya,50,analisis_essay,analisis_essay-13,0.5,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio adalah pembalap yang berasal dari kota solo dia berkarir sejak dia kecil dia mampu bergabung dengan tim f1,43,analisis_essay,analisis_essay-13,0.43,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio harianto lahir di solo dua puluh dua januari seribu sembilanratus sembilan puluh tiga rio mempunyai golongan darah o dan beragama islam tim rio saat ini yaitu renult,26,analisis_essay,analisis_essay-13,0.26,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio hariyanto adalah salahsatu pembalap f1 pertama yang bertandi ng internasional,23,analisis_essay,analisis_essay-13,0.23,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,adalah pembalam f1 asal indonesia,18,analisis_essay,analisis_essay-13,0.18,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalap f1 pertama asia yang berasala dari indonesia,27,analisis_essay,analisis_essay-13,0.27,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalab formula 1 atau f1 bersama tim manor racing rio merupakan pembalab pertama asal indonesia yang bisa lolos dalam ajang f1,50,analisis_essay,analisis_essay-13,0.5,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto pembalap muda asal indonesia lahir dikota solo 22 januari 1993 rio haryanto keturan dari sinyo haryanto yang juga merupakan pembalap tahun 2012 telah melaju di balapan gp2,43,analisis_essay,analisis_essay-13,0.43,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,solo 22 januari 1993 tim f1 manor racing,27,analisis_essay,analisis_essay-13,0.27,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,ryo haryanto lahir solo 22 januari 1993 tahun 2010 tim saat ini ferrarri,23,analisis_essay,analisis_essay-13,0.23,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah pembalap f1 dari indonesia dan tim saat ini adalah ferrari,25,analisis_essay,analisis_essay-13,0.25,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio lahir di solo jawa tengah pada 22 januari 1993 yang saat ini membela tim manor racing di ajang f1 pada awal karirnya rio mengikuti ajang formula asia 2 0 kemudian sering mengikuti kejuaraan di dunia lainnya sampai rio menembus di tim f1,42,analisis_essay,analisis_essay-13,0.42,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio lahir di solo dengan tim manor dengan awal karir di formula renault asia tahun 2009,43,analisis_essay,analisis_essay-13,0.43,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio heryanto merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing dia lahir di solo jawa tengah 22 januari 1993,68,analisis_essay,analisis_essay-13,0.68,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio heryanto adalah pemuda asal solo yang telah berhasil menembus kelas utama f1 dengan tim dari pertamina,28,analisis_essay,analisis_essay-13,0.28,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,solo 22 januari 1993 dan tim saat ini manor mercedes,20,analisis_essay,analisis_essay-13,0.2,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah salah satu pebalap f1 yang hampir sempat tidak dapat ikut grand prix karena keterbatasan dana,22,analisis_essay,analisis_essay-13,0.22,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,tempat lahir jakarta,7,analisis_essay,analisis_essay-13,0.07,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah seoram atlet pembalap formula 1 f1 kelahiran solo jawa tengah indonesia,32,analisis_essay,analisis_essay-13,0.32,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,yang saya tahu tentang rio hariyanto tidak banyak beliau merupakan atlet cabang olahraga bulu tangkis,8,analisis_essay,analisis_essay-13,0.08,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto born 22 january 1993 is an indonesian formula one driver for manor he is indonesias first f1 driver in history,22,analisis_essay,analisis_essay-13,0.22,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,dia adalah anak bungsu dari keempat saudaranya dia adalah seorang pembalap seperti ayahnya dan dia lahir di solo 22 januari,8,analisis_essay,analisis_essay-13,0.08,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,lahir 22 januari 1993 di kota solo rio adalah pembalap f1,27,analisis_essay,analisis_essay-13,0.27,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,haryanto lahir di solo jawa tengah 22 januari 1993 umur 23 tahun merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula satu bersama tim manor racing sebagai pebalap asal indonesia pertama yang bisa membalap di level seri gp2 rio memiliki basis pendukung yang sangat besar rio juga adalah pembalap indonesia pertama dalam sejarah yang bisa menjajal mobil formula satu ia juga disebut sebagai salah satu pebalap muda yang berpotensi menjadi wakil asia di ajang formula satu pada masa depan solo campos racing menjajal mobil f1 milik marussia f1 team sebanyak 79 lap ada sebuah uji coba pebalap muda f1 di sirkuit silverstone inggris hasil itu membawa rio menjadi orang indonesia pertama yang memenuhi syarat untuk mendapatkan fia superlisence,80,analisis_essay,analisis_essay-13,0.8,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,pembalap f1,10,analisis_essay,analisis_essay-13,0.1,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,pembalap f1 indosiar,12,analisis_essay,analisis_essay-13,0.12,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,pembalap f1 internasional,23,analisis_essay,analisis_essay-13,0.23,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,pembalap f1 lahir di solo jawa tengah 22 januari 1993,22,analisis_essay,analisis_essay-13,0.22,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,pembalap f1 pertama yang maju ke laga internasional,20,analisis_essay,analisis_essay-13,0.2,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,pembalap f1 yang berasa dari solo jawa tengah indonesia manor racing team,27,analisis_essay,analisis_essay-13,0.27,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,pembalap formula 1 dan tempat lahir nya di indonesia,20,analisis_essay,analisis_essay-13,0.2,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,lahir di solo besar sebagai pembalap f1 ayah rio memiliki pabrik buku dengan produk kiky,47,analisis_essay,analisis_essay-13,0.47,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,lahir di kota surakarta 22 januari 1993 karir membalap formula renalut asia 2009 gp3 europe series 2010 gp3 europe series 2011 gp2 2012 formula1 2016,25,analisis_essay,analisis_essay-13,0.25,13,olahraga
"Apa yang anda kethaui mengenai Rio Haryanto? (Termasuk tempat lahir, tim saat ini dan awal karir) ",rio haryanto lahir di solo jawa tengah rio merupakan seorang pebalap berkebangsaan indonesia yang kini membalap di ajang formula one f1 rio bergabung dengan tim manor racing rio adalah pembalap indonesia pertama yang masuk formula one f1 rio mengawali karir di balap gokart pada tahun 2002 dengan juara nasional gokart kelas kadet,rio haryanto adalah seorang pembalap f1 yang berasal dari indonesia lahir di solo jawa tenga tanggal 22 januari 1993 tim saat ini adalah manor racing team dan awal karir adalah juara nasional go kart kelas kadet,73,analisis_essay,analisis_essay-13,0.73,13,olahraga
