question,reference_answer,answer,score,dataset,dataset_num,normalized_score,soal_num,kategori,before,score_bin
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata mengizinkan melakukan beragam penafsiran terhadap peraturan hukum perdata peraturan hukum pidana hanya dapat ditafsirkan sesuai makna kata dalam peraturan hukum pidana itu sendiri,20,analisis_essay,analisis_essay-27,0.2,27,politik,hukum perdata memperbolehkan untuk melakukan berbagai interpretasi terhadap undang undang hukum perdata hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang hukum pidana itu sendiri,10-19
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah hukum yang mengatur mengenai masalah orang satu dengan orang lainnya dan berfokus pada manfaat pribadi atau manfaat umum hukum pidana adalah prinsip hukum tertulis yang mengatur tentang tindakan yang dilarang dan tidak boleh dilakukan dengan adanya konsekuensi tertentu,78,analisis_essay,analisis_essay-27,0.78,27,politik,hukum perdata adalah hukum yang mengatur mengenai masalah individu satu dengan individu lainnya dan berfokus pada kepentingan pribadi atau kepentingan umum hukum pidana adalah kaidah hukum tertulis yang mengatur tentang perbuatan yang dilarang dan tidak boleh dilakukan dengan adanya sanksi tertentu,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,perdata hukum yang mengatur hak kekayaan seseorang atau antar individu perundang-undangan yang mengatur dan menangani mengenai kejahatan korupsi pembunuhan dan tindak kriminal lainnya,69,analisis_essay,analisis_essay-27,0.69,27,politik,perdata hukum yang mengatur hak harta benda seseorang atau antar perseorangan perdana hukum yang mengatur dan menangani mengenai kejahatan korupsi pembunahan dan tindak kriminal lainnya,60-69
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,perdata hukum yang mengatur hak harta benda seseorang atau antar perseorangan perdana hukum yang mengatur dan menangani mengenai kejahatan korupsi pembunahan dan tindak kriminal lainnya,69,analisis_essay,analisis_essay-27,0.69,27,politik,perdata hukum yang mengatur hak harta benda seseorang atau antar perseorangan perdana hukum yang mengatur dan menangani mengenai kejahatan korupsi pembunahan dan tindak kriminal lainnya,60-69
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata adalah sekumpulan ketentuan hukum yang mengatur hubungan antara orang dengan orang, inti dokum perdata adalah kepentingan pribadi atau kepentingan orang hukum pidana adalah serangkaian prinsip hukum tertulis yang mengatur mengenai perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu",88,analisis_essay,analisis_essay-27,0.88,27,politik,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tantang perbuatan perbuatan yang dilarang atauj tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah hukum yang **ketetapan** dan **putusan** bisa diubah melalui **sidang** sedangkan hukum pidana adalah hukum yang hukumannya tidak bisa diubah,13,analisis_essay,analisis_essay-27,0.13,27,politik,hukum perdata adalah hukum yang hukumannya dan tuduhannya bisa diubah melalui seidang sedangkan hukum pidaha adalah hukum yang hukumannya tidak bisa diubah,10-19
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah dalam pengertian kumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan pribadi atau kepentingan individu dalam isianya hukum perdata mengatur hubungan hukum antara orang yang satu dengan orang yang lain dengan menitik beratkan kepada kepentingan pribadi dalam pelaksanaannya diambil tindakan oleh pengadilan setelah ada pengaduan oleh pihak berkepentingan yang merasa dirugikan pihak yang mengadu menjadi penggugat dalam perkara itu dalam menafsirkan hukum perdata memperbolehkan untuk mengadakan berbagai macam interpretasi terhadap undang undang hukum perdata hukum pidana adalah dalam pengertian serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu dalam isianya hukum pidana mengatur hubungan hukum antara seorang anggota masyarakat warganegara dengan negara yang menguasai tata tertib masyarakat itu dalam pelaksanaannya pelanggaran terhadap norma hukum pidana pada umumnya segera diambil tindakan oleh pengadilan tanpa ada pengaduan dari pihak yang dirugikan setelah terjadi pelanggaran terhadap norma hukum pidana delik tindak pidana maka alat alat perlengkapan negara seperti polisi jaksa dan hakim segera bertindak pihak yang menjadi korban cukuplah melaporkan kepada yang berwajib polisi tentang tindak pidana yang terjadi pihak yang melaporkan yang dirugikan menjadi saksi dalam perkara itu sedang yang menjadi penggugat adalah penuntut umum itu jaksa dalam menafsirkan hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang pidana itu sendiri hukum pidana hanya mengenal penafsiran autentik yaitu penafsiran yang tercantum undang undang hukum pidana itu sendiri titel ix dari buku ke i kitab undang undang hukum pidana,75,analisis_essay,analisis_essay-27,0.75,27,politik,hukum perdata adalah dalam pengertian sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu dalam isianya hukum perdata mengatur hubungan hukum antara orang yang satu dengan orang yang lain dengan menitik beratkan kepada kepentingan perseorangan dalam pelaksanaanya diambil tindakan oleh pengadilan setelah ada pengaduan oleh pihak berkepentingan yang merasa dirugikan pihak yang mengadu menjadi penggugat dalam perkara itu dalam menafsirkan hukum perdata memperbolehkan untuk mengadakan macam macam interprestasi terhadap undang undang hukum perdata hukum pidana adalah dalam pengertian serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu dalam isianya hukum pidana mengatur hubungan hukum antara seorang anggota masyarakat warganegara dengan negara yang menguasai tata tertib masyarakat itu dalam pelaksanaanya pelanggaran terhadap norma hukum pidana pada umumnya segera diambil tindakan oleh pengadilan tanpa ada pengaduan dari pihak yang dirugikan setelah terjadi pelanggaran terhadap norma hukum pidana delik tindak pidana maka alat alat perlengkapan negara seperti polisi jaksa dan hakim segera bertindak pihak yang menjadi korban cukuplah melaporkan kepada yang berwajib polisi tentang tindak pidana yang terjadi pihak yang melaporkan yang dirugikan menjadi saksi dalam perkara itu sedang yang menjadi penggugat adalah penuntut umum itu jaksa dalam menafsirkan hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang pidana itu sendiri hukum pidana hanya mengenal penafsiran authentik yaitu penafsiran yang tercantum undang undang hukum pidana itu sendiri titel ix dari buku ke i kitab undang undang hukum pidana,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata regulasi regulasi hukum yang mengatur setiap tingkah laku perseorangan atau kepentingan individu isinya mengatur hubungan antar satu orang dengan orang lain berdasarkan undang undang hukum perdata hukum pidana regulasi regulasi hukum yang mengatur perbuatan yang dilarang dan tidak boleh dilakukan dengan adanya sanksi tertentu isinya mengatur hubungan antar sekelompok orang berdasarkan undang undang hukum pidana,74,analisis_essay,analisis_essay-27,0.74,27,politik,hukum perdata aturan aturan hukum yang mengatur setiap tingkah laku perseorangan atau kepentingan individu isinya mengatur hubungan antar satu orang dengan orang lain berdasarkan undang undang hukum perdata hukum pidana aturan aturan hukum yang mengatur perbuatan yang dilarang dan tidak boleh dilakukan dengan adanya sanksi tertentu isinya mengatur hubungan antar sekelompok orang berdasarkan undang undang hukum pidana,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata memungkinkan untuk melakukan berbagai bacaan terhadap peraturan hukum perdata peraturan hukum pidana hanya dapat ditafsirkan menurut makna kata dalam peraturan hukum pidana itu sendiri,20,analisis_essay,analisis_essay-27,0.2,27,politik,hukum perdata memperbolehkan untuk melakukan berbagai interpretasi terhadap undang undang hukum perdata hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang hukum pidana itu sendiri,10-19
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"Berikut adalah kalimat yang telah diubah dengan mengganti beberapa kata dengan sinonim, tanpa mengubah struktur, makna, atau tanda baca:

hukum perdata adalah dalam pengertian kumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan pribadi atau kepentingan individu dalam penerapannya hukum perdata mengatur hubungan hukum antara orang yang satu dengan orang yang lain dengan memprioritaskan kepentingan perseorangan dalam pelaksanaannya diambil keputusan oleh pengadilan setelah adanya pengajuan oleh pihak berkepentingan yang merasa dirugikan pihak yang mengadu menjadi penggugat dalam perkara tersebut dalam menafsirkan hukum perdata mengizinkan untuk mengadakan berbagai interpretasi terhadap undang-undang hukum perdata hukum pidana adalah dalam pengertian rangkaian kebiasaan hukum tertulis yang mengatur tentang perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu dalam penerapannya hukum pidana mengatur hubungan hukum antara seorang anggota masyarakat warganegara dengan negara yang menguasai tata tertib masyarakat itu dalam pelaksanaannya pelanggaran terhadap norma hukum pidana pada umumnya segera diambil tindakan oleh pengadilan tanpa ada pengaduan dari pihak yang dirugikan setelah terjadi pelanggaran terhadap norma hukum pidana delik tindak pidana maka alat-alat perlengkapan negara seperti polisi jaksa dan hakim segera bertindak pihak yang menjadi korban cukup melaporkan kepada yang berwajib polisi tentang tindak pidana yang terjadi pihak yang melaporkan yang dirugikan menjadi saksi dalam perkara itu sedang yang menjadi penggugat adalah penuntut umum itu jaksa dalam menafsirkan hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang-undang pidana itu sendiri hukum pidana hanya mengenal penafsiran autentik yaitu penafsiran yang tercantum dalam undang-undang hukum pidana itu sendiri titel ix dari buku ke i kitab undang undang hukum pidana.",75,analisis_essay,analisis_essay-27,0.75,27,politik,hukum perdata adalah dalam pengertian sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu dalam isianya hukum perdata mengatur hubungan hukum antara orang yang satu dengan orang yang lain dengan menitik beratkan kepada kepentingan perseorangan dalam pelaksanaanya diambil tindakan oleh pengadilan setelah ada pengaduan oleh pihak berkepentingan yang merasa dirugikan pihak yang mengadu menjadi penggugat dalam perkara itu dalam menafsirkan hukum perdata memperbolehkan untuk mengadakan macam macam interprestasi terhadap undang undang hukum perdata hukum pidana adalah dalam pengertian serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu dalam isianya hukum pidana mengatur hubungan hukum antara seorang anggota masyarakat warganegara dengan negara yang menguasai tata tertib masyarakat itu dalam pelaksanaanya pelanggaran terhadap norma hukum pidana pada umumnya segera diambil tindakan oleh pengadilan tanpa ada pengaduan dari pihak yang dirugikan setelah terjadi pelanggaran terhadap norma hukum pidana delik tindak pidana maka alat alat perlengkapan negara seperti polisi jaksa dan hakim segera bertindak pihak yang menjadi korban cukuplah melaporkan kepada yang berwajib polisi tentang tindak pidana yang terjadi pihak yang melaporkan yang dirugikan menjadi saksi dalam perkara itu sedang yang menjadi penggugat adalah penuntut umum itu jaksa dalam menafsirkan hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang pidana itu sendiri hukum pidana hanya mengenal penafsiran authentik yaitu penafsiran yang tercantum undang undang hukum pidana itu sendiri titel ix dari buku ke i kitab undang undang hukum pidana,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"perdata hukum yang mengatur hak aset seseorang atau antar individu hukum yang mengatur dan menangani mengenai kejahatan suap, pembunuhan, dan tindak kriminal lainnya",69,analisis_essay,analisis_essay-27,0.69,27,politik,perdata hukum yang mengatur hak harta benda seseorang atau antar perseorangan perdana hukum yang mengatur dan menangani mengenai kejahatan korupsi pembunahan dan tindak kriminal lainnya,60-69
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata merupakan hukum yang mengatur tentang antara individu dengan individu yang lain hukum pidana merupakan hukum yang mengatur tentang peraturan yang boleh dilakukan oleh masyarakat pada umumnya,72,analisis_essay,analisis_essay-27,0.72,27,politik,hukum perdata merupakan hukum yang mengatur tentang antara individu dengan individu yang lain hukum pidana merupakan hukum yang mengatur tentang peraturan yang boleh dilakukan oleh masyarakat pada umumnya,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata adalah sekumpulan norma hukum yang mengatur hubungan antara orang dengan orang, inti dukum perdata adalah kepentingan pribadi atau kepentingan orang hukum pidana adalah serangkaian pedoman hukum tertulis yang mengatur masalah perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman hukuman tertentu",88,analisis_essay,analisis_essay-27,0.88,27,politik,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tantang perbuatan perbuatan yang dilarang atauj tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukuman adalah peraturan diterapkan untuk warga negara yang melakukan pelanggaran hukum,32,analisis_essay,analisis_essay-27,0.32,27,politik,pidana adalah hukum digunakan untuk masyarakat yang melanggar hukum,30-39
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adlaah ketentuan yang mengatur hak dan kepentingan antara individu dalam masyarakat hukum pidana adalah keseluruhan dari peraturan yang menentukan perbuatan apa yang dilarang dan termasuk kedalam tindak pidana serta menentukan hukuman apa yang dapat dijatuhkan,48,analisis_essay,analisis_essay-27,0.48,27,politik,hukum perdata adlaah ketentuan yang mengatur hak dan kepentingan antara individu dalam masyarakat hukum pidana adalah keseluruhan dari peraturan yang menentukan perbuatan apa yang dilarang dan termasuk kedalam tindak pidana serta menentukan hukuman apa yang dapat dijatuhkan,40-49
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata ialah pedoman pedoman hukum yang mengatur perilaku tiap orang berhadapan dengan orang lain yang berhubungan dengan hak serta tanggung jawab yang muncul dalam interaksi sosial maupun interaksi keluarga hukum pidana adalah serangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara satu orang dengan orang lain atau antara pihak hukum yang satu dengan pihak hukum yang lain dengan menekankan pada kepentingan individu dimana ketentuan dan peraturan tersebut untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam upaya untuk memenuhi kebutuhan atau kepentingan hidupnya,72,analisis_essay,analisis_essay-27,0.72,27,politik,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga hukum pidana adalah rangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain atau antara subyek hukum yang satu dengan subyek hukum yang lain dengan menitik beratkan pada kepentingan perseorangan dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,perdata merupakan aturan aturan hukum yang mengatur tingkah laku setiap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam masyarakat perdana merupakan aturan aturan hukum yang mengatur hubungan manusia satu dengan lainnya,43,analisis_essay,analisis_essay-27,0.43,27,politik,perdata merupakan aturan aturan hukum yang mengatur tingkah laku setiap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam masyarakat perdana merupakan aturan aturan hukum yang mengatur hubungan manusia satu dengan lainnya,40-49
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukuman adalah undang-undang yang diterapkan kepada warga negara yang melakukan pelanggaran hukum,32,analisis_essay,analisis_essay-27,0.32,27,politik,pidana adalah hukum digunakan untuk masyarakat yang melanggar hukum,30-39
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,perdata hukum yang mengatur hak milik seseorang atau antar individu hukum yang mengatur dan menangani mengenai kejahatan korupsi pembunuhan dan tindak pidana lainnya,69,analisis_essay,analisis_essay-27,0.69,27,politik,perdata hukum yang mengatur hak harta benda seseorang atau antar perseorangan perdana hukum yang mengatur dan menangani mengenai kejahatan korupsi pembunahan dan tindak kriminal lainnya,60-69
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata adalah dalam pengertian sekumpulan ketentuan hukum yang mengatur urusan antar warga dengan warga, fokus dari hukum perdata adalah kepentingan pribadi atau kepentingan individu dalam implementasinya hukum perdata mengatur hubungan hukum antar orang yang satu dengan yang lain dengan menitikberatkan pada kepentingan pribadi dalam pelaksanaannya diambil keputusan oleh pengadilan setelah ada laporan oleh pihak berkepentingan yang merasa dirugikan pihak yang mengadu menjadi penggugat dalam perkara tersebut dalam menafsirkan hukum perdata memperbolehkan untuk mengadakan beragam interpretasi terhadap undang-undang hukum perdata hukum pidana adalah dalam pengertian susunan kebiasaan hukum tertulis yang mengatur tentang perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu dalam implementasinya hukum pidana mengatur hubungan hukum antara seorang anggota masyarakat warganegara dengan negara yang menguasai tata tertib masyarakat itu dalam pelaksanaannya pelanggaran terhadap norma hukum pidana pada umumnya segera diambil tindakan oleh pengadilan tanpa ada laporan dari pihak yang dirugikan setelah terjadi pelanggaran terhadap norma hukum pidana delik tindak pidana maka alat-alat perlengkapan negara seperti polisi jaksa dan hakim segera bertindak pihak yang menjadi korban cukup melaporkan kepada yang berwajib polisi tentang tindak pidana yang terjadi pihak yang melaporkan yang dirugikan menjadi saksi dalam perkara itu sedang yang menjadi penggugat adalah penuntut umum itu jaksa dalam menafsirkan hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang-undang pidana itu sendiri hukum pidana hanya mengenal penafsiran autentik yaitu penafsiran yang tercantum undang-undang hukum pidana itu sendiri titel ix dari buku ke i kitab undang-undang hukum pidana",75,analisis_essay,analisis_essay-27,0.75,27,politik,hukum perdata adalah dalam pengertian sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu dalam isianya hukum perdata mengatur hubungan hukum antara orang yang satu dengan orang yang lain dengan menitik beratkan kepada kepentingan perseorangan dalam pelaksanaanya diambil tindakan oleh pengadilan setelah ada pengaduan oleh pihak berkepentingan yang merasa dirugikan pihak yang mengadu menjadi penggugat dalam perkara itu dalam menafsirkan hukum perdata memperbolehkan untuk mengadakan macam macam interprestasi terhadap undang undang hukum perdata hukum pidana adalah dalam pengertian serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu dalam isianya hukum pidana mengatur hubungan hukum antara seorang anggota masyarakat warganegara dengan negara yang menguasai tata tertib masyarakat itu dalam pelaksanaanya pelanggaran terhadap norma hukum pidana pada umumnya segera diambil tindakan oleh pengadilan tanpa ada pengaduan dari pihak yang dirugikan setelah terjadi pelanggaran terhadap norma hukum pidana delik tindak pidana maka alat alat perlengkapan negara seperti polisi jaksa dan hakim segera bertindak pihak yang menjadi korban cukuplah melaporkan kepada yang berwajib polisi tentang tindak pidana yang terjadi pihak yang melaporkan yang dirugikan menjadi saksi dalam perkara itu sedang yang menjadi penggugat adalah penuntut umum itu jaksa dalam menafsirkan hukum pidana hanya boleh ditafsirkan menurut arti kata dalam undang undang pidana itu sendiri hukum pidana hanya mengenal penafsiran authentik yaitu penafsiran yang tercantum undang undang hukum pidana itu sendiri titel ix dari buku ke i kitab undang undang hukum pidana,70-79
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,"hukum perdata kumpulan aturan hukum yang mengatur hubungan antar pribadi, fokus hukum perdata adalah kepentingan pribadi atau kepentingan individu hukum pidana susunan kebiasaan hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu",88,analisis_essay,analisis_essay-27,0.88,27,politik,hukum perdata sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah sekumpulan ketentuan hukum yang mengatur interaksi antar warga dengan fokus utama pada kepentingan pribadi atau kepentingan diri hukum pidana adalah kumpulan prinsip hukum tertulis yang mengatur tentang tindakan tindakan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman hukuman tertentu,83,analisis_essay,analisis_essay-27,0.83,27,politik,hukum perdata adalah sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana adalah serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,80-89
