question,reference_answer,answer,score,dataset,dataset_num,soal_num
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,last in last out architecture it works the same way a line at the bank would work the person that is been waiting the longest gets served first,5.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a data structure that stores elements in a first in first out order,5.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a waiting list of items that operation in a fifofirst in first outorder,5.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue stores a set of elements in a particular order its principle of operation is fifofirst in first out which means the first element inserted is the first one to be removed,5.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is an abstract data structure in which operations are performed at both ends giving the queue first in first out behavior,5.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a list of objects in a particular order that is read one at a time starting at the first followed by the second and so on,4.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,its like a stack but uses the linked list to stack a little differently it is fifo so the first thing enqueued is the first thing dequeued,5.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a first in first out data structure,5.0,sag,sag-43,43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,an adt whose first inserted item is the first item removed this uses the fifo idea where items enter a queue at its back and leave at its front,5.0,sag,sag-43,43
What is a recursive function?,a function that calls itself,a base case that calls upon itself until the problem becomes smaller and terminates,4.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls upon it self to solve a problem each time it calls upon it self it splits up a problem into a simplier form until it reaches a base case which is the most simplest form of the problem,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself usually used to split a problem into several smaller problems of the same type,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a recursive function solves a problem by repeatedly calling itself the initial problem is broken into successively smaller parts until a much simpler base case is reached the solutions to each piece of the problem are then returned a step at a time,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a recursive function only knows how to solve base cases a recursive function calls itself directly or indirectly until a base case is reached,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself and which eaach calls get closer and close to the base case,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that divides and conquers a problem there is a base case that will eventually be reached the function calls itself over and over until the base case is satisfied,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself in the definition code,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself until the base cases are met,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,it is a function that calls itself it runs multiple times until the base case is reached,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a recursive function is a function that calls itself usually called the base case if the base case is not correct it causes a infinite loop,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself each time it does it must get smaller and eventually must converge to a base case otherwise you can start an infinite loop,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself until a base case is met,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself with each function call the problem is diminished,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself to perform a certain task,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself in order to solve a problem,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself into a loop with a base case for a loop exit,4.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a recursive function is a function that calls itself repeatedly until a base case is achieved the fundamental idea is to break one large problem into a series of smaller similar problems,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself to perform an opperation such as a factorial recursive function,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a recursive function typically simplifies a problem by calling itself until arriving at a base case at which it recursively returns a solution,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,function that calls it self till the base case is met,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a recursive function is a function that breaks down a large problem into two or more smaller problems and calls itself to solve those smaller problems until a base case or terminating point is reached at the base case a definite answer is called and the function no longer recurses but unwinds itself back through function calls to determine the answer to the original large problem,4.5,sag,sag-44,44
What is a recursive function?,a function that calls itself,it invoke by itself again ana again unless it reach bas case,4.5,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself untill it reaches a base case,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that solves a problem by dividing the problem into smaller problems by calling its self again and again until a base case is reached,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls on itself and uses a base case to stop the recursion,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself over and over until it finds the simplest form of solution or the base case,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a recursive function is a function that during execution calls itself over and over until a base case is reached,5.0,sag,sag-44,44
What is a recursive function?,a function that calls itself,a function that calls itself over and over again till a base case is reached then it returns back to the original function,5.0,sag,sag-44,44
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a data structure that stores data using lifo,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a storage container that holds objects in a certain order which has a lifo priority,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,stacks are a type of container adaptors specifically designed to operate in a lifo contextlast in first out where elements are inserted and extracted only from the end of the container,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a stack is an abstract data type that is based on the principle that the last element inserted into the stack will be the first element removed from the stack,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a stack is an adt that stores a set of elements in a particular order,2.5,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a data type that stores a set of elements in a certain order last in first out,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a data structure that moves elements in last in first out,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,stores a set of elements in a last in first out order,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a list that can be added to or removed from only from the top,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a stack is an abstract data type which operates on a last in first out basis for storing a list of objects and does not supportat least in the pure stackpeeking at a element without removing the rest of the stack first,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,stores a set of elements in a particular order based on the principle of last in first outlifo,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,stores a set of elements in a particular order stack principle last in first out it means the last element inserted is the first one to be removed,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,an object list that stores elements in a particular order the first object inserted is at the bottom with the last object at the top so the first object in is the last object out,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a collection of data to be executed in the order of last in first out,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a stack is a data structure that allows data members to be added or removed one at a time and in order they are a last in first out structure,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,stores a set of element in a particular order,2.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,is a list of element where the first one to be removed is the last one inserted,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a data structure that puts elements in a list and only allows the user access to the last element,4.5,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a finite ordered list with zero or more elements,2.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,an adt that stores a set of elements in a particular order the stack principles are lifo the last item inserted in the list is the first out,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a data structure for storing items which are to be accessed in last in first out order that can be implemented in three ways,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a stack is similar to an array but does not allow for random access stacks only allow a user to retrieve the last item put into the stack last in fist out,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a stack is a data structure that uses push to insert an item and pop to remove ad item the stack use a last in first out structure for inserting and removing items,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,a list in which only the topor last item addedcan be modified,4.5,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,stores a set of elements in a particular order,2.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,an adt whose most recently inserted item is the first item removed or retrieved this property is called last in first outlifo items enter and leave a stack at its top,5.0,sag,sag-45,45
What is a stack?,a data structure that can store elements which has the property that the last item added will be the first to be removedor last in first out,an abstract data type that stores a set of elements in a particular order,2.5,sag,sag-45,45
What is a variable?,a location in memory that can store a value,a placeholder to hold information used in the program for example int can hold 1 2 3 4 68 72 256 etc float can hold 1 54 55 55 1 24 5 657 8 8123 et char can hold a b c d e f 4 5 6 p etc,4.5,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a block of memory that holds a specific type of data,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is a value that is subject to change in a computer s memory that can be used by programs programs can change the value of the variable and recall it later or act on it directly,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a symbol that stands in for a value that may or may not change depending on the program,4.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,variable can be a integer or a string in a program,2.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a location in memory where value can be stored,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,it is a location in the computer s memory where it can be stored for use by a program,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,an identifier that holds a location in memory,4.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,variable is a location in the computer s memory in which a value can be stored and later can retrieve that value,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is the memory address for a specific type of stored data or from a mathematical perspective a symbol representing a fixed definition with changing values,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,it is a sybol or name for a value or number example a used number can stand for any given number and the programmer can refer to that number by using the variable name,4.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is a location in the computer s memory where a value can be stored for use by a program each variable has a name a value a type and a size,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is a location in memory where a value can be stored,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,in programming a structure that holds data and is uniquely named by the programmer it holds the data assigned to it until a new value is assigned or the program is finished,4.5,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a named object that can hold a numerical or letter value,3.5,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a stored value used by the program,4.5,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is a location in the computers memory where a value can be stored for use by a program,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a way to store different values into the program such as numbers words letters etc,4.5,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a value or word that can assume any of a set of values,3.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is an object where data is stored,3.5,sag,sag-47,47
What is a variable?,a location in memory that can store a value,an object with a location in memory where value can be stored,3.5,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a pointer to a location in memory,4.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,is a method or identifier i would say we use to bind a data object to memory location which is then stored in a location that can be accessed when and manipulated later when the variable name is called,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,location in memory where a value can be stored,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is a location in a computers memory where a value can be stored for use by a program,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a variable is the location in a computer s memory where a value can be stored for use by a program,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,it is a location in memory where value can be stored,5.0,sag,sag-47,47
What is a variable?,a location in memory that can store a value,a location in memory where data can be stored and retrieved,5.0,sag,sag-47,47
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,where you visit the in order according to its data value,3.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,it is a tree that shows how it functions it contains parents children siblings ancestors and descendents the use of tree type algorithm is also an alternative sorting algorithm,2.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,start from the root circle around the whole tree naming each node as you see it,4.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,it is where you visit the parent then you vistit the children,1.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,traversing a tree down to it is terminal child and then all of it is siblings then it traverses up the terminal child s parent and all of it is siblingsrepeating the first step if those siblings have childrenuntil the root node has been visited,4.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler tour traversal of a tree begins at the root and visits each node in the tree from the left then bottom then right sides,5.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler tour traversal of a tree the function that iteratively keeps track of the pointer on each node,3.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,you travel the outside edge of the tree clockwise while naming each node,4.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,children to root,2.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,to start from the root traveling left and visiting ever child along the way till you return to the root from the right,4.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler tour traverses through the tree in a rubber band style shape,3.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,it runs through the parents and the children in order,3.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,it starts node on the left of the root and then proceeds to visits each node in a left to right order visits the root and then proceeds to repeat the previous step on the right side of the tree,3.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,travel from the root to the farthest left child backup travel the leftmost children in the right side repeat until reaching the rightmost child,4.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,you recursively visit every node on the list you visit the node from the left the bottom and from the right,5.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler traveral is when you go through a tree looking for nodes to put in the order of left root right like inorder traversal,4.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,an euler traversal is a traversal that begins with the root and travels around the outside of the tree each element in the tree is visited 3 times from the left from the bottom and from the right,5.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,go to the bottom of the left sub tree and visit the parent and then its children,3.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,when you traverse a tree of any size you will visit each node three times its on the order of 3n or onrunning time,4.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler tour visits every node in a tree starting with the root and working around the tree counterclockwise in order post order and pre order traversals can be seen as variations of the euler tour traversal,4.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,to traverse going down to the left then go to the right of last children and back to the top kind of like going around the tree,5.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler traversal through the tree in a rubber band style shape,3.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,traversing a tree level by level,1.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler tour traversal of a tree is a specific way of navigating a tree that involves following the tree starting at the very top and moving along the left side of the tree first cupping in to visit the parents of children nodes it allows for each node to be visited from the left the right and the bottom the euler tour first progresses to a left child if there is one then progresses to it is parent then it is next child then it is parent s parent,4.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,has preorder in order and postorder of a tree preorder equals puts the parent node in front of the child nodes in order equals puts the parent node between the left child and right child nodes postorder equals puts the parent node after the child nodes,3.5,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,euler tour traversal of a tree traverses down each branch straight to one leaf then starts again at the root and repeats until all elements have been traversed,4.0,sag,sag-48,48
What is the Euler tour traversal of a tree?,a walk around the tree starting with the root where each node is seen three times from the left from below from the right,the euler tour is a way to traverse a tree where you come into contact with each node three times from the left from the right and from the bottom,5.0,sag,sag-48,48
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists do not have a definite size they can be as big or as small as needed and they do not have to allocate extra memory for elements you do not need arrays size must be defined,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,inserts into a linked list are far cheaper than an insert into an array with an array all items after the one being inserted must me shifted with a linked list only the pointers are replaced,4.5,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists may be dynamically grown,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked list many be dynamically grown it has not limit,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,they dont have a fixed size no shiftnig needs to be done for insertion or deletion,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists do not have to have a specified size they are easier to add to and remove from,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists can be dynamically allocated and their size can change as needed,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,they are resizeable,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists are able to grow in size so elements can be added to the list,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,the primary advantage of linked lists over arrays is their ability to become larger or smaller as data is added and removed from the list whereas arrays may waste memory for small data sets and run out of space for large data sets,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists have a dynamic size where as arrays have a static size,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linkded list does not have a fixed size arrays have a fixed size,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,you can add as many nodes as you like without having to specify a list size if an array gets too big you have to copy its entire contents to another larger array to get more room,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,they grow dynamically unlike the fixed size array,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists have no predefined length and thus you can have virtually unlimited items in that list,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists have an indefinite size whereas arrays are a specific size,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists are very dynamic in that they can change and be added or subtracted to very easily because they are not linear in memory arrays are pre specified in size to be cast over a certain amount of disk space this makes insertion into arrays difficult because all elements must be shifted and if you reach the end of the array you are done even if you have more data to input linked lists do not run into these problems,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,array have fixed size in link list are flexible for adding or deleting an element,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists do not have a memory constraint other than total memory,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,the main advantage to a linked list is that it can have it is size adjusted during runtime,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,a linked list has a dynamic size but an array only has a fixed size and takes allot of extra operations to increase its size,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,a link list can grow to a infinite size as a array has a fixes size,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,the advantage of linked lists is that they are not limited in size like arrays,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists can be of variable size where arrays have fixed size,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,link lists dont have a fixed size,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,you do not have to predetermine your list size as you do with arrays linked list have the ability to be as large as you want them adding memory as needed,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,linked lists are not confined to a specific size and can have elements added and removed far easier they are also easier to traverse,5.0,sag,sag-49,49
What is the advantage of linked lists over arrays?,linked lists are dynamic structures which allow for a variable number of elements to be stored,there is no predetermined length,5.0,sag,sag-49,49
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,one element in an array,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,onlogn,2.5,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,best case is one element one element is sorted,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,if the array being sorted has 0 or 1 elements,4.5,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,tnequals 0 if n is less than 2,4.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,a list size of 1 where it is already sorted,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the base case is when the length of the current array is 1,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the sequence of numbers has zero or one elements,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,there is only one element in the subarray,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the array has one element,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,single element in the array,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,there is one object in the split array to sort,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the best case is the same as the worst case on log nfor a recursive merge sort,2.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the base case for a recursive implementation of merge sort is when the sequence being passed to merge sort has less than 2 elements,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,ifright is greater than leftmid equalsright plus leftdivided by 2 m sortnumbers temp left mid m sortnumbers temp mid plus 1 right mergenumbers temp left mid plus 1 right,2.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the base case for a recursive merge sort is one number one number by itself is a sorted list regardless of what number it is,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,a list or array of only 1 element,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,n multiplied by logn,2.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,when each half or the original array has nothing else to sort and puts the halfs back together,2.5,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,where you only must merge sort once,3.5,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,array of length 1,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,on log n,2.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the size of the list being sent is is less than or equal to 1,4.5,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,if the array length is less than or equal to 1 then that array is returned to the other array and merged together,4.5,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,a single element on the array,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,the base case for a recursive implementation of merge sort is one,5.0,sag,sag-51,51
What is the base case for a recursive implementation of merge sort?,when the size of the array to be sorted is 1or 2,when there is only one element in the array or when the starting element in the array is the same as the ending element,4.5,sag,sag-51,51
What is the difference between a circular linked list and a basic linked list?,the last element in a circular linked list points to the head of the list,no node in a circular linked list contains null,3.5,sag,sag-52,52
What is the difference between a circular linked list and a basic linked list?,the last element in a circular linked list points to the head of the list,in circular linked list each node has successor no node contains null while in basic linked list last node contain null,3.0,sag,sag-52,52
What is the difference between a circular linked list and a basic linked list?,the last element in a circular linked list points to the head of the list,in a regular linked list the last object points to null in a circular linked list the last object points back to the beginning of the list,5.0,sag,sag-52,52
What is the difference between a circular linked list and a basic linked list?,the last element in a circular linked list points to the head of the list,the difference between a circular linked list and a basic linked list is that a circular linked list the last node references the first node every node in a circular linked list has a successor and no node in a circular linked list contains null,5.0,sag,sag-52,52
What is the difference between a circular linked list and a basic linked list?,the last element in a circular linked list points to the head of the list,no node in a circular linked list contains null the last node points pack to a node within the list,5.0,sag,sag-52,52
What is the difference between a circular linked list and a basic linked list?,the last element in a circular linked list points to the head of the list,how to determine the end of the list in basic linked lists the last element links to a null pointer while circular linked lists link to the head element at the end,5.0,sag,sag-52,52
What is the difference between a circular linked list and a basic linked list?,the last element in a circular linked list points to the head of the list,a circular linked list does not have a last element instead it is last item points to the head of the list,5.0,sag,sag-52,52
