question,reference_answer,answer,score,dataset,dataset_num
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred, and why?",link based because they are dynamicno size constraints,list based because it does not use a fixed size like an array would,5.0,sag,sag-82
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred, and why?",link based because they are dynamicno size constraints,list bases implentation is preferred one of the main reasons is because of that the list has no fixed size,5.0,sag,sag-82
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred, and why?",link based because they are dynamicno size constraints,list based implementation is much easier to implement and allows the stack to scale as necessary it is therefore the preferred implementation,5.0,sag,sag-82
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred, and why?",link based because they are dynamicno size constraints,list because it its size is not determined,5.0,sag,sag-82
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred, and why?",link based because they are dynamicno size constraints,usually linked list because it does not have a fixed size but if you know or want to set a max size array is better,5.0,sag,sag-82
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred, and why?",link based because they are dynamicno size constraints,link list is preferred because it makes pushing elements easier because there is no limit other than memory to the number of elements,5.0,sag,sag-82
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list because its size is not defined,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,array based is preferred because all you have to keep track of is the array itself and the count,1.5,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based because of the lessened memory usage initially and the increased limits on how large the que can become,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based is preferred because there are no size restrictions,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based its much simpler and the run time is better,4.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based because memory is not constricted,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based because you dont need to shift the elements like you do in array based queues,4.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based array is easier and more scalable,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based because when you enqueueor dequeue depending upon your implementationyou would need to shift all elements to another space with an array causing a horrid time complexity for large data sets where as you can just modify the pointers in a list for a constant time complexity,4.5,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based array based queues have a way to complicate things to an extent,3.5,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based because the array based has to have a fixed size it cannot be added to or removed from as easily,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,linked list based because it does not store the items linearly in memory but instead as individual blocks,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,a list based implementation would be preferred the array is slightly more complicated where you would need to keep track of both front and rear,3.5,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,similar to stacks linked lists are preferable for queues because the size can be adjusted,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,queue s are best with lists especially if the tail is kept track of as the list can be dynamically grown without losing track of the head or tail,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based is prefered because it does not have a set size and insertion and deletion can be done very quickly of you keep pointers to first element and last,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based solutions are preferred because they allow for queues of any size,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list its dynamic and no size needs to be declared,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based because it is on the run time order of n also it does not have a limited size like an array does,4.5,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,list based is preferred because there are space issues with array based due to rightward drift the fix for rightward drift requires constant shifting of the queue data,5.0,sag,sag-81
"Which implementation -LRB- array-based vs. list-based -RRB- is preferred for a queue, and why?",link based because they are dynamicno size constraints,i think array based is batter because of fixed size but on other had list base is more flaxible you do not have to worry about the size,4.0,sag,sag-81
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,computers convert infix expressions to postfix form before evaluation,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,convert infix expressions to postfix expression and evaluate the postfix expression,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,computers cannot evaulate infix expressions it must first convert infix to postfix expression then it can evaluate,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,by converting them to postfix expressions and putting the operations in a stack,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,the computer converts the infix expression to postfix form then evaluates the postfix expression,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,in postfix format,4.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,the computer translates the infix expression to a postfix expression then solves,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,by using parentheses to have order in the expression,2.5,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,infix expressions are pointers evaluated by reference to the memory location,1.5,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,writing arithmetic expressions is called infix notation this is because a binary operatorlike plusis written in between its two operandsas in a plus b there are two alternative forms of notation used in certain situations one is prefix notation in which an operator is written before its operands in prefix notation the sum of a and b is written plus a b this is the notation used to write function calls in mathematics and computer science it is also used in the lisp and scheme programming languages in postfix notation an operator is written after its operands the sum of a and b is written a b plus you may have seen this as reverse polish notation postfix notation forms the conceptual basis for the way that arithmetic expressions are evaluated by a computer one important characteristic of both postfix and prefix notations is that they are unambiguous no parentheses are needed to indicate the order of operations,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,they use parenthisis and a stack to determine which evaluations need to be made first,3.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,they are converted to post fix expressions it still follow the order of precedence for the operators,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,the infix expression is converted to postfix form,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,when an operand is entered the computer pushes it onto a stack when an operator is entered the computer applies it to the top two operands of the stack pops the operands from the stack pushes the result of the operation onto the stack,4.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,by being passed to the function by a leading term,1.5,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,infix expressions are converted to postfix i e 3 plus 2 is changed to 32 plus,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,infix expressions are interpreted as postfix expressions by implementing stacks,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,in postfix notation,4.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,they are first converted to postfix expressions and then evaluated,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,computers convert an infix expression into a postfix expression they then push the numbers onto a stack and pop them out as they are needed,5.0,sag,sag-5
How are infix expressions evaluated by computers?,first they are converted into postfix form followed by an evaluation of the postfix expression,they are first converted into an equivalent postfix expression so it can be read by the computer,5.0,sag,sag-5
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,pop each element off the stackand into another stack for storageuntil the desired element is found,4.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,pop each item off the top until you find what you are looking for if the stack ends up empty and you never found the item then it does not exist in the stack it may also be necessary to save the popped values in case you want to recreate the stack,5.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,iterate through the stack checking the number against the current element,1.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,if the stack is implemented using an array you could simply search the array for the item if the stack is implemented using a linked list you would have to pop the values off of the stack until either the value is found or the stack is empty you would then have to have the items put back into the list,4.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,using linked lists and stacks you would need a temp stack to retain the values then you would use the pop function to pop off each element and then compare it if its not the element your looking for push it to the temp stack repeat until the element is found when you find it pop off the temp stack back onto the regular stack to have a complete stack again,5.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,pop operation,2.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,createstack push isempty pop and a boolean return value,3.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,you would have to keep using peek or gettop to see what the top element is then popping the top element until peek or gettop provides the element you are looking for,3.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,push adds a given node to the top of the stack leaving previous nodes below pop removes and returns the current top node of the stack,3.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,keep popping nodes and storing them in an alternate stack until the given element is found then pop the given element and push the previously popped nodes back onto the stack,5.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,could traverse through the list or array to find the element,2.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,pop all elements off stack until you find that element and then push the popped elements back on the stack,5.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,if top item equals given element pop the stack repeat until item is found or stack is empty,3.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,you need the pop opertation to go throught the stack and find the element,3.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,either traverse the entire list and pop the given part or create a pointer system that automatically points to it,3.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,you need to pop each item on the stack and compare the item once the item is found no more items need to be removed,3.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,a function to keep track of the elements popped and a function to put the popped elements backinto the function,4.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,you would have to traverse the stack popping each element to search it,3.5,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,depends on the type of stack on a true stack you will haft to pop all of the elements of the stack until you find the element you want and then after that you will need to push all the elements that where removed back in to the stack in the order that they where removed with a java style stack where there is a peek function it will return the element you wanted instead of requiring you to perform all the excessive actions that are required from a true stack,5.0,sag,sag-75
What operations would you need to perform to find a given element on a stack?,pop all the elements and store them on another stack until the element is found then push back all the elements on the original stack,pop an element from one stack check to see if it is the desired element if not push it onto another stack when finished pop the items from the second stack and push them back onto the first stackthis will ensure the order of the elements is maintained,5.0,sag,sag-75
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a data structure that performs operations in the order of first in first out fifo,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,its a lot like a stack except that the first item put into the list is the first item to be taken from the list,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a first in first out list of items like if you put 5 4 3 2 and 1 in the queue it will when you dequeue items remove the items in the same order as put in so thus it will put out 5 4 3 2 and 1 in that exact order,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a storage container that holds its objects in a first in first out priority,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is an abstract data structure in which operations are performed at both ends giving the queue first in first out behavior,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,stores a set of elements where the first element in is the first element to be removed,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a first in first out data structure such that the first element added is also the first removed,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,an ordered list that performs task in the order of first in first out adding items to the queue places items behind the rest of them taking items off the queue takes the one that has waited the longest,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,it is a particular set of entities that are put in to a certain order by the enqueue and the dequeue functions,3.5,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a list of objects that follow the rule first in first out essentially a linked list that goes in order of the first object in the list is the first to be taken off,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,like a linked list expect first in last out,1.5,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a data structure in c plus plus where the the first element in the queue is the first element taken out of the queue,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,its like a stack but uses the linked list to stack a little differently it is fifo so the first thing enqueued is the first thing dequeued,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,the queue is another data structure a physical analogy for a queue is a line at a bank when you go to the bank customers go to the rearendof the line and customers come off of the linei e are servicedfrom the front of the line,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a list of objects in a particular order that is read one at a time starting at the first followed by the second and so on,4.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,like a linked list but first in first out,4.5,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is like a stack except it follows fifofirst in first out,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,it is a first in first out data structure it can be implemented with either a linked list or an array,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a fifo data structure,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,queue is a buffer which store element in a particular order,3.5,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,object that stores elements in order that follows first in first out the first element added is the first one to come off,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is a collection of elements with the characteristics of first in first outfifo the first item in is the first item out all additional items are added to the end of the list,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is an abstract data type that is based off of the priniple of first in first out fifo the first item inserted into the list will the first item taken out,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,like a linked list except it is first in last out,2.5,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,queue is a buffer it follows the rule of first in and first out queue is very useful in computer science for scheduleing,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a quese is an list that stores a set of elements in a particular order it has stack principle but in this case its first in first out the first element inserted is the first element to be removed,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a data structure that stores elements in a first in first out order,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a finite ordered list with zero or more elements based upon first in first out,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is an abstract data type that involves putting an element at the back of the list queues use the fifo first in first out idea where the first element in the list is the first that comes out,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is a linear first in first out data structure data must be accessed in the same order it was put into the queue so only the oldest item in the queue is accessible at any time main functions defined are enqueue and dequeue,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a linked list with a first in out structure dequeue at the head of the list enqueue at the end of the list,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is similar to an array except that the data can only be accessed sequentially rather than at random unlike a stack a queue follows fifo first in first out,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is a data structure that holds a set of objects which has a fifofirst in first outpriority,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,stores a set of elements in a particular order with a first in first out principle,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a waiting list of items that operation in a fifofirst in first outorder,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue stores a set of elements in a particular order its principle of operation is fifofirst in first out which means the first element inserted is the first one to be removed,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a data structure that inserts elements at the end of it and removes elements from the front,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a data structure in c plus plus which is a collection of data that is kept in order first in first out,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a data structure that removes nodes from the head and adds nodes at the tail,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,is a list of items where the the user only has access to the first element and each new element is added at the end,5.0,sag,sag-43
What is a queue?,a data structure that can store elements which has the property that the last item added will be the last to be removedor first in first out,a queue is a first in first out data structure,5.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is a data type that operates under a filofirst in last outmethod this means that the first element inserted into the queue is the first element removed,4.0,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,first in first out,4.5,sag,sag-43
What is a queue?,a data structure that stores elements following the first in first out principle the main operations in a queue are enqueue and dequeue,a queue is a data structure that inserts data into a fifo configuration that is data input to the structure is always at it is end and data taken is always from the beginning,5.0,sag,sag-43
What are the two main functions defined by a queue?,enqueue and dequeue,dequeue and enqueue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,enqueue insert into queue dequeue remove element,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,enquedata deque,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,the two main functions are enqueue which inserts an item at the back of the queue and dequeue which removes an item from the front of the queue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,enqueue which inserts a specified element at the head of the specified queue and dequeue which removes the specified element from the queue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,rear and front,2.5,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,enqueue and dequeue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,the two main functions of a queue are enqueue and dequeue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,enqueue dequeue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,the two functions are enqueue and dequeue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,the two main functions are enqueue and dequeue,5.0,sag,sag-29
What are the two main functions defined by a queue?,enqueue and dequeue,remove the item added first add items to the back,5.0,sag,sag-29
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,by using the beginning of the array as the removal point of the queueor beginning of the queueand the ith element as the end of the queue,3.5,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,make an array of a size and add on to the front and delete from the back keep track of the two so that you know when it is full and where to add or subtract from,4.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,add items into a fixed size array pull the items out by calling on them with the starting index increase starting index so when it calls again its now the next index element in the array,3.5,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,make use of a front pointer and a tail pointer when the tail pointer reaches the end of an array it gets reset to the front of the array if the two pointers are equal then the queue is either full or just has one element,4.5,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,fixed size array with max n elements need to keep track of front and rear of array,4.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,a pointer based implementation of a queue could use a linear linked list with two external pointers one to the front and one to the back,2.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,remove the element then shift the elements one space back,3.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,by keeping track of a front item and a rear item or with a circular array that uses the modulo function,5.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,add in data from the first element to the last take out data from the first element to the last,3.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,by implementing an array and only adding items to the end of the array and only removing items from the beginning of the array,3.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,using an array for a queue the size of the array allocated limits the size of the queue an array based queue class must keep track of both the front and back of the queue which may need to wrap around the array,5.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,keep track of the front and rear indexes either 1dequeue items by shifting the array left 2use wrapped configuration,4.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,you create an array with the max size of your queue and adjust the items to make them follow fifo procedure,3.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,you could use the first element of the list as the remove point and insert at the end f you do this you would have to shift the elements down each time you remove an item unless you make the array circular,4.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,utilizing indexes for the front and the back front is 0 and as you add items the back index is incremented,4.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,keep track of the front and the back of the array as you increase and decrease the elements inside the array,4.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,to use and array to implement a queue element or item 0 should be the top element in the array every time an element is inserted all the items in the array are pushed back one space the top element is always removed first,3.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,boolean isfullqqueue equals rear equals equals max queue size 1,5.0,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,you can take the array and put it in a queue stack or you can just traverse the list and keep track of top and bottom,3.5,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,declare the size of an array and have special conditional statementspointersto make sure you re use all of the array say you have an array of 20 elements you load up 18 then dequeue 3 when you enqueue 4 more elements you want to loop back to index 0 and continue from there this process saves resources,4.5,sag,sag-11
How can you implement a queue with an array?,use a circular array keep the rear of the queue toward the end of the array and the front toward the beginning and allow the rear pointer to wrap around,an array is a type of queue with a fixed length,1.5,sag,sag-11
How can you implement a queue with a list?,keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,use a linked list with 2 pointers one to the front and one to the back as long as back equals front the queue is not empty,4.5,sag,sag-10
How can you implement a queue with a list?,keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,fairly easy singly linked list with a pointer to the head and tail of hte list deque first item in que create temp pointer to next element delete head and then make head the temporary pointer enque new item use pointer to end of list add a new item to the next item of the tail and make the tail the next item of the current tail,4.5,sag,sag-10
How can you implement a queue with a list?,keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,a queue can be implemented in a list by keeping track of two pointers a head and a tail,4.5,sag,sag-10
How can you implement a queue with a list?,keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,you use the first element in the list as the remove point for the queue and insert items at the end of the list,5.0,sag,sag-10
How can you implement a queue with a list?,keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,a list can have unlimited elements in it you can push a node onto the end of the list and pop the one in the front,5.0,sag,sag-10
How can you implement a queue with a list?,keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,enqueue to the end of the linked list dequeue items from the beginningheadof the list,5.0,sag,sag-10
