question,reference_answer,answer,score,dataset,dataset_num,normalized_score,similarity_0,predicted_score_0,predicted_score_1,predicted_score_2
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindu buddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia 2 menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan,81,analisis_essay,analisis_essay-23,0.81,0.7970969,0.801839,0.7946567,0.74782455
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,majapahit merupakan kerajaan yang beridiri tahun 1293 2000 masehi dan berpusat di jawa timur kerajaan ini mencapai puncak kejayaan pada masa pemerintahan hayam wuruk dan menjadi kemaharajaan yang menguasai sebagian besar wilayah nusantara,57,analisis_essay,analisis_essay-23,0.57,0.59151435,0.6037719,0.6855616,0.6166295
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,kerajaan majapahit adalah kerajaan hindhu bertempat di jawa,28,analisis_essay,analisis_essay-23,0.28,0.2556237,0.28016055,0.22566073,0.29921556
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,kerajaan bertempat di jawa timur indonesia masa puncak kejayaan pada tahun 1350 hingga 1389 dan menganut agama hindu budha,53,analisis_essay,analisis_essay-23,0.53,0.52863353,0.5431899,0.48457032,0.4666221
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,majapahit adalah sebuah kerajaan yang berpusat di jawa timur yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389,69,analisis_essay,analisis_essay-23,0.69,0.5055735,0.52097285,0.5922001,0.5874542
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang di pimpin oleh hikmat kebijaksanaan dalam permusyarwatan perwakilan keadilan sosial bagi seluruh rakyat indonesia,100,analisis_essay,analisis_essay-24,1.0,0.99229395,0.9899001,0.99570185,0.9181545
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,1 ketuhanan yang maha esa 2 kemanusiaan yang adil dan beradab 3 persatuan indonesia 4 kerakyatan yang di pimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5 keadilan sosial bagi seluruh rakyat indonesia,97,analisis_essay,analisis_essay-24,0.97,0.96472424,0.9633384,1.0,0.9137727
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,pancasila ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dpimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan bagi seluruh rakyat indonesia,99,analisis_essay,analisis_essay-24,0.99,0.9713779,0.96974874,0.9483246,0.903682
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,gotong royong sesama tetangga,0,analisis_essay,analisis_essay-24,0.0,0.098658085,0.12893316,0.037885576,0.0695273
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan dan keadilan sosial bagi seluruh rakyat indonesia,100,analisis_essay,analisis_essay-24,1.0,0.9899864,0.987677,1.0,0.9444679
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi adalah negara yang berdasarkan dari pada dan oleh rakyat peran rakyat dalam demokrasi mencakup bidang politik maupun ekonomi,52,analisis_essay,analisis_essay-25,0.52,0.42350128,0.441901,0.46576393,0.40099487
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,bentuk pemerintahan di mana semua warga negaranya memiliki hak setara dalam pengambilan keputusan yang dapat mengubah hidup mereka demokrasi mencakup kondisi sosial ekonomi dan budaya,49,analisis_essay,analisis_essay-25,0.49,0.48412806,0.5003114,0.5014374,0.4866337
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi kekuasaan tertinggi ditangan rakyat rakyat berperan penuh dalam pemerintahan dengan prinsip dari rakyat untuk rakyat oleh rakyat dan mencakup semua bidang,51,analisis_essay,analisis_essay-25,0.51,0.48067164,0.49698135,0.47298,0.4511695
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,bentuk pemerintahan dimana semua warga negaranya memiliki hak setara dalam mengambil keputusan,30,analisis_essay,analisis_essay-25,0.3,0.21285844,0.23895867,0.3129712,0.25936952
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi adalah negegara yang menjunjung tinggi kebebasan berpendapat peran rakyatnya adalah dengan memanfaatkan kebebasan berpendapat tersebut untuk evaluasi negara agar negara dapat menjadi lebih baik,47,analisis_essay,analisis_essay-25,0.47,0.5523156,0.5660062,0.35807276,0.45792168
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negera yang bersih dari korupsi taat hukum,8,analisis_essay,analisis_essay-25,0.08,0.069214836,0.10056628,0.17534946,0.14516576
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat yang makmur dan sejahtera dalam bidang ekonomi maupun politik,12,analisis_essay,analisis_essay-26,0.12,0.2799715,0.30361828,0.19486986,0.16500072
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat kuno,5,analisis_essay,analisis_essay-26,0.05,0.03489376,0.06749989,0.061493844,0.08033087
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat pada zaman batu,0,analisis_essay,analisis_essay-26,0.0,0.052738864,0.08469263,0.044634685,0.077038355
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani adalah masyarakat yang menjujung tinggi musyawarah dalam menyelesaikan segala sesuatu,25,analisis_essay,analisis_essay-26,0.25,0.30621403,0.32890144,0.43616903,0.3499192
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat beradab dalam membangun menjalani dalam memaknai kehidupan,45,analisis_essay,analisis_essay-26,0.45,0.27999878,0.30364454,0.3396407,0.35479608
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani adalah sebuah masyarakat yang di dalamnya terdapat peraturan sesuai norma yang berlaku,29,analisis_essay,analisis_essay-26,0.29,0.23547715,0.2607505,0.23997007,0.172455
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,pidana adalah hukum digunakan untuk masyarakat yang melanggar hukum,32,analisis_essay,analisis_essay-27,0.32,0.21498305,0.24100561,0.3036596,0.19778232
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah mengatur hak hak dan kepentingan antara individu individu dalam masyarakat,41,analisis_essay,analisis_essay-27,0.41,0.6256033,0.6366147,0.52454853,0.57865536
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata aturan aturan hukum yang mengatur tingkah laku setiap orang hukum pidana rangkaian peraturan peraturan yang mengatur hubungan hukum antara satu orang dengan orang yang lain,50,analisis_essay,analisis_essay-27,0.5,0.5939374,0.6061064,0.38514555,0.5223141
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga hukum perdata dibedakan menjadi dua yaitu hukum perdata material dan hukum perdata formal hukum perdata material mengatur kepentingan kepentingan perdata setiap subjek hukum hukum perdata formal mengatur bagaimana cara seseorang mempertahankan haknya apabila dilanggar oleh orang lain hukum pidana adalah rangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain atau antara subyek hukum yang satu dengan subyek hukum yang lain dengan menitik beratkan pada kepentingan perseorangan dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya dalam praktek hubungan antara subyek hukum yang satu dengan yang lainnya ini dilaksanakan dan tunduk karena atau pada suatu kesepakatan atau perjanjian yang disepakati oleh para subyek hukum dimaksud dalam kaitan dengan sanksi bagi yang melanggar maka pada umumnya sanksi dalam suatu perikatan adalah berupa ganti kerugian permintaan atau tuntutan ganti kerugian ini wajib dibuktikan disertai alat bukti yang dalam menunjukkan bahwa benar telah terjadi kerugian akibat pelanggaran atau tidak dilaksanakannya suatu kesepakatan,85,analisis_essay,analisis_essay-27,0.85,0.6123385,0.62383485,0.60375375,0.62702817
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,88,analisis_essay,analisis_essay-27,0.88,0.9158554,0.91625595,0.84025556,0.8453953
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea merupakan pasar bebas asean yang memberikan kesempatan investor asing untuk bebas melakukan investasi baik dalam teknologi jasa ataupun delapan bidang lainnya di negara anggota asean,49,analisis_essay,analisis_essay-28,0.49,0.4630171,0.4799722,0.5230187,0.43252906
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea adalah persatuan asean di bidang perekonomian,21,analisis_essay,analisis_essay-28,0.21,0.10386531,0.13395002,0.21640833,0.21069127
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea adalah sebuah agenda integrasi ekonomi negara negara asean yang bertujuan untuk menghilangkan jika tidak meminimalisasi hambatan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi,74,analisis_essay,analisis_essay-28,0.74,0.75414646,0.7604587,0.7051514,0.7792739
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,singkatan dari masyarakat ekonomi asean yang memiliki pola mengintegrasikan ekonomu asean dengan cara membentuk sistem perdagangan bebas atau free trade antara negara negara anggota asean para anggota asean termasuk indonesia telah menyepakati suatu perjanjian masyarakat ekonomi asean tersebut mea adalah istilah yang hadir dalam indonesia tapi pada dasarnya mea itu sama saja dengan aec atau asean economic community,70,analisis_essay,analisis_essay-28,0.7,0.5272843,0.54189,0.5680931,0.52641827
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea kepanjanggan dari masyarakat ekonomi asia untuk saling bersaing dalam lingkup asean,42,analisis_essay,analisis_essay-28,0.42,0.18887243,0.21584952,0.32255659,0.3201137
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,95,analisis_essay,analisis_essay-29,0.95,1.0,0.99732447,1.0,0.96320695
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengakuan de facto yaitu pengakuan dari negara lain,29,analisis_essay,analisis_essay-29,0.29,0.36758903,0.38803273,0.424428,0.34780076
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengakuan dari negara lain secara de facto ini pengertiannya adalah pengakuan yang berdasarkan pada kenyataan faktual yang ada yang telah memenuhi persyaratan untuk menjadi negara misalnya secara de facto indonesia merdeka pada tanggal 17 agustus 1945,33,analisis_essay,analisis_essay-29,0.33,0.5768819,0.5896745,0.6672742,0.59846467
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengakuan de facto adalah pengakuan secara fakta atau kenyataan oleh negara lain,32,analisis_essay,analisis_essay-29,0.32,0.38791865,0.40761915,0.41655752,0.37927336
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,kemerdekaan,0,analisis_essay,analisis_essay-29,0.0,-0.10760528,-0.06978977,0.014629928,0.029392967
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,tidak mencatok tidak di kriting di beri madu dan lain lain,9,analisis_essay,analisis_essay-3,0.09,0.11575356,0.14540368,0.1449191,0.07002585
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,mebersihkan dengan cara menggunakan shampo mebersihkan dengan cara menggunakan air bersih jangan diberi minyak rambut sembarangan beri minyak rambut beri vitamin rambut hindari debu hindari asap hindari kotoran yang jatuh di atas hindari kotoran asap hindari kotoran debu asap,27,analisis_essay,analisis_essay-3,0.27,0.3730455,0.39328974,0.29615763,0.31854904
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,minyak alami minyak zaitun cuka apel mayones alpukat membersihkan rambut gunakan kondisioner hindari hair dryer memotong rambut vitamin b,26,analisis_essay,analisis_essay-3,0.26,0.25455284,0.27912885,0.25628474,0.29858848
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,keramasi rambut jika rambut terasa lepek pakai madu agar menjaga kelembaban rambut pakai minyak zaitun agar rambut tidak rontok sering seringlah pakai hairmask rambut agar tetap sehat potong rambut jika rambut bercabang beri tonic setelah keramas pakai lidah buaya agar rambut tetap hitam dan lebat setelah keramas pakailah conditioner secukupnya pakai treatment setelah conditioner jangan sering pakai pelurus rambut agar tidak cepat rusak lakukan pengeringan rambut secara alami,43,analisis_essay,analisis_essay-3,0.43,0.44107133,0.45882872,0.42903733,0.37964797
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,berdoa membaca bismillah,0,analisis_essay,analisis_essay-3,0.0,0.04600294,0.07820295,0.011116227,0.055061147
