question,reference_answer,answer,normalized_score,dataset_num,predicted_score_0_True,predicted_score_0_False,predicted_score_1_True,predicted_score_1_False,predicted_score_2_True,predicted_score_2_False
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389 kerajaan majapahit adalah kerajaan hindu buddha terakhir yang menguasai nusantara dan dianggap sebagai salah satu dari negara terbesar dalam sejarah indonesia 2 menurut negarakertagama kekuasaannya terbentang di jawa sumatra semenanjung malaya kalimantan hingga indonesia timur meskipun wilayah kekuasaannya masih diperdebatkan,0.81,analisis_essay-23,0.801839,0.7978617,0.7946567,-0.16795605,0.74782455,0.11940072
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,majapahit merupakan kerajaan yang beridiri tahun 1293 2000 masehi dan berpusat di jawa timur kerajaan ini mencapai puncak kejayaan pada masa pemerintahan hayam wuruk dan menjadi kemaharajaan yang menguasai sebagian besar wilayah nusantara,0.57,analisis_essay-23,0.6037719,0.56177425,0.6855616,-0.036215656,0.6166295,0.119140305
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,kerajaan majapahit adalah kerajaan hindhu bertempat di jawa,0.28,analisis_essay-23,0.28016055,0.46329656,0.22566073,-0.11590415,0.29921556,0.1558395
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,kerajaan bertempat di jawa timur indonesia masa puncak kejayaan pada tahun 1350 hingga 1389 dan menganut agama hindu budha,0.53,analisis_essay-23,0.5431899,0.5418503,0.48457032,0.018319122,0.4666221,0.15084842
"Apa yang anda ketahui mengenai kerajaan Majapahit? (Mengenai tempat, masa puncak kejayaan dan agama. Usahakan jawab dalam 2-4 kalimat) ",majapahit adalah sebuah kerajaan yang berpusat di jawa timur indonesia kerajaan ini mencapai puncak kejayaannya dan menguasai wilayah di nusantara pada masa kekuasaan hayam wuruk kerajaan majapahit merupakan kerajaan hindu budha terbesar dalam sejarah indonesia,majapahit adalah sebuah kerajaan yang berpusat di jawa timur yang pernah berdiri dari sekitar tahun 1293 hingga 1500 m kerajaan ini mencapai puncak kejayaannya menjadi kemaharajaan raya yang menguasai wilayah yang luas di nusantara pada masa kekuasaan hayam wuruk yang berkuasa dari tahun 1350 hingga 1389,0.69,analisis_essay-23,0.52097285,0.5726908,0.5922001,-0.19635513,0.5874542,0.08405448
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang di pimpin oleh hikmat kebijaksanaan dalam permusyarwatan perwakilan keadilan sosial bagi seluruh rakyat indonesia,1.0,analisis_essay-24,0.9899001,0.9054433,0.99570185,-0.2028706,0.9181545,0.1489425
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,1 ketuhanan yang maha esa 2 kemanusiaan yang adil dan beradab 3 persatuan indonesia 4 kerakyatan yang di pimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan 5 keadilan sosial bagi seluruh rakyat indonesia,0.97,analisis_essay-24,0.9633384,0.7774271,1.0113605,0.20853359,0.9137727,0.15008628
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,pancasila ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dpimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan bagi seluruh rakyat indonesia,0.99,analisis_essay-24,0.96974874,0.85785615,0.9483246,-0.10592794,0.903682,0.111251764
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,gotong royong sesama tetangga,0.0,analisis_essay-24,0.12893316,0.051958323,0.037885576,0.34744948,0.0695273,0.02114879
Sebutkan 5 butir sila Pancasila. ,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan keadilan sosial bagi seluruh rakyat indonesia,ketuhanan yang maha esa kemanusiaan yang adil dan beradab persatuan indonesia kerakyatan yang dipimpin oleh hikmat kebijaksanaan dalam permusyawaratan perwakilan dan keadilan sosial bagi seluruh rakyat indonesia,1.0,analisis_essay-24,0.987677,0.9036848,1.0034149,-0.15447032,0.9444679,-0.04273408
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi adalah negara yang berdasarkan dari pada dan oleh rakyat peran rakyat dalam demokrasi mencakup bidang politik maupun ekonomi,0.52,analisis_essay-25,0.441901,0.7017221,0.46576393,0.06685438,0.40099487,0.08815723
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,bentuk pemerintahan di mana semua warga negaranya memiliki hak setara dalam pengambilan keputusan yang dapat mengubah hidup mereka demokrasi mencakup kondisi sosial ekonomi dan budaya,0.49,analisis_essay-25,0.5003114,0.561862,0.5014374,0.01971019,0.4866337,0.098803334
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi kekuasaan tertinggi ditangan rakyat rakyat berperan penuh dalam pemerintahan dengan prinsip dari rakyat untuk rakyat oleh rakyat dan mencakup semua bidang,0.51,analisis_essay-25,0.49698135,0.5927195,0.47298,0.4757308,0.4511695,0.12052322
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,bentuk pemerintahan dimana semua warga negaranya memiliki hak setara dalam mengambil keputusan,0.3,analisis_essay-25,0.23895867,0.32623637,0.3129712,0.312156,0.25936952,0.1394558
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negara demokrasi adalah negegara yang menjunjung tinggi kebebasan berpendapat peran rakyatnya adalah dengan memanfaatkan kebebasan berpendapat tersebut untuk evaluasi negara agar negara dapat menjadi lebih baik,0.47,analisis_essay-25,0.5660062,0.63409674,0.35807276,0.19508502,0.45792168,0.12094187
"Apa yang anda ketahui mengenai Negara Demokrasi? (Mengenai pengertian, peran rakyat dan mencakup bidang apa saja. Usahakan jawab dalam 2-4 kalimat) ",negara demokrasi adalah suatu negara yang pemerintahannya dipegang oleh rakyat dan rakyat memiliki kedaulatan tertinggi demokrasi mengizinkan warga negara berpartisipasi baik secara langsung atau melalui perwakilan dalam perumusan pengembangan dan pembuatan hukum demokrasi mencakup kondisi sosial ekonomi dan budaya yang memungkinkan adanya praktik kebebasan politik secara bebas dan setara,negera yang bersih dari korupsi taat hukum,0.08,analisis_essay-25,0.10056628,0.023244556,0.17534946,0.38199455,0.14516576,0.107130624
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat yang makmur dan sejahtera dalam bidang ekonomi maupun politik,0.12,analisis_essay-26,0.30361828,0.22168282,0.19486986,0.28265136,0.16500072,0.1186324
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat kuno,0.05,analisis_essay-26,0.06749989,0.1767673,0.061493844,0.13775262,0.08033087,0.12392024
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat pada zaman batu,0.0,analisis_essay-26,0.08469263,0.18899004,0.044634685,0.25416845,0.077038355,0.11143727
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani adalah masyarakat yang menjujung tinggi musyawarah dalam menyelesaikan segala sesuatu,0.25,analisis_essay-26,0.32890144,0.48170048,0.43616903,0.004475616,0.3499192,0.10810191
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat beradab dalam membangun menjalani dalam memaknai kehidupan,0.45,analisis_essay-26,0.30364454,0.28914607,0.3396407,0.23751059,0.35479608,0.09082945
Jelaskan pengertian masyarakat madani. ,masyarakat madani adalah masyarakat yang beradab menjunjung tinggi nilai nilai kemanusiaan yang maju dalam penguasaan ilmu pengetahuan dan teknologi,masyarakat madani adalah sebuah masyarakat yang di dalamnya terdapat peraturan sesuai norma yang berlaku,0.29,analisis_essay-26,0.2607505,0.39416924,0.23997007,0.025971167,0.172455,0.12384658
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,pidana adalah hukum digunakan untuk masyarakat yang melanggar hukum,0.32,analisis_essay-27,0.24100561,0.44703948,0.3036596,-0.40759987,0.19778232,0.17787954
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata adalah mengatur hak hak dan kepentingan antara individu individu dalam masyarakat,0.41,analisis_essay-27,0.6366147,0.60149,0.52454853,-0.41366476,0.57865536,0.09435578
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata aturan aturan hukum yang mengatur tingkah laku setiap orang hukum pidana rangkaian peraturan peraturan yang mengatur hubungan hukum antara satu orang dengan orang yang lain,0.5,analisis_essay-27,0.6061064,0.6203627,0.38514555,-0.00020279735,0.5223141,0.11456711
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata ialah aturan aturan hukum yang mengatur tingkah laku setiap orang terhadap orang lain yang berkaitan dengan hak dan kewajiban yang timbul dalam pergaulan masyarakat maupun pergaulan keluarga hukum perdata dibedakan menjadi dua yaitu hukum perdata material dan hukum perdata formal hukum perdata material mengatur kepentingan kepentingan perdata setiap subjek hukum hukum perdata formal mengatur bagaimana cara seseorang mempertahankan haknya apabila dilanggar oleh orang lain hukum pidana adalah rangkaian peraturan peraturan hukum yang mengatur hubungan hukum antara orang yang satu dengan orang yang lain atau antara subyek hukum yang satu dengan subyek hukum yang lain dengan menitik beratkan pada kepentingan perseorangan dimana ketentuan dan peraturan dimaksud dalam kepentingan untuk mengatur dan membatasi kehidupan manusia atau seseorang dalam usaha untuk memenuhi kebutuhan atau kepentingan hidupnya dalam praktek hubungan antara subyek hukum yang satu dengan yang lainnya ini dilaksanakan dan tunduk karena atau pada suatu kesepakatan atau perjanjian yang disepakati oleh para subyek hukum dimaksud dalam kaitan dengan sanksi bagi yang melanggar maka pada umumnya sanksi dalam suatu perikatan adalah berupa ganti kerugian permintaan atau tuntutan ganti kerugian ini wajib dibuktikan disertai alat bukti yang dalam menunjukkan bahwa benar telah terjadi kerugian akibat pelanggaran atau tidak dilaksanakannya suatu kesepakatan,0.85,analisis_essay-27,0.62383485,0.57343036,0.60375375,0.0031634122,0.62702817,0.113277115
Apa perbedaan hukum perdata dan hukum pidana? ,hukum perdata adalah hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu seperti hak waris harta gono gini hukum pidana adalah hukum tertulis yang mengatur tentang perbuatan yang dilarang pelanggaran kriminal,hukum perdata sekumpulan aturan hukum yang mengatur hubungan antara individu dengan individu fokus dari hukum perdata adalah kepentingan personal atau kepentingan individu hukum pidana serangkaian kaidah hukum tertulis yang mengatur tentang perbuatan perbuatan yang dilarang atau tidak boleh dilakukan dengan adanya ancaman sanksi tertentu,0.88,analisis_essay-27,0.91625595,0.7861377,0.84025556,-0.2260355,0.8453953,0.11095763
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea merupakan pasar bebas asean yang memberikan kesempatan investor asing untuk bebas melakukan investasi baik dalam teknologi jasa ataupun delapan bidang lainnya di negara anggota asean,0.49,analisis_essay-28,0.4799722,0.25271553,0.5230187,-0.03872042,0.43252906,0.087656416
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea adalah persatuan asean di bidang perekonomian,0.21,analisis_essay-28,0.13395002,0.3018463,0.21640833,0.06838011,0.21069127,0.09759978
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea adalah sebuah agenda integrasi ekonomi negara negara asean yang bertujuan untuk menghilangkan jika tidak meminimalisasi hambatan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi,0.74,analisis_essay-28,0.7604587,0.57174975,0.7051514,-0.0724247,0.7792739,0.10453717
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,singkatan dari masyarakat ekonomi asean yang memiliki pola mengintegrasikan ekonomu asean dengan cara membentuk sistem perdagangan bebas atau free trade antara negara negara anggota asean para anggota asean termasuk indonesia telah menyepakati suatu perjanjian masyarakat ekonomi asean tersebut mea adalah istilah yang hadir dalam indonesia tapi pada dasarnya mea itu sama saja dengan aec atau asean economic community,0.7,analisis_essay-28,0.54189,0.53350407,0.5680931,0.111938335,0.52641827,0.094214365
Apa yang anda ketahui mengenai MEA? (Usahakan jawab dalam 2-4 kalimat) ,mea masyarakat ekonomi asean adalah sistem ekonomi negara negara asean yang bertujuan untuk menghilangkan hambatan di dalam melakukan kegiatan ekonomi lintas kawasan misalnya dalam perdagangan barang jasa dan investasi perdagangan bebas antarnegara negara asean mea dirancang untuk mewujudkan wawasan asean 2020,mea kepanjanggan dari masyarakat ekonomi asia untuk saling bersaing dalam lingkup asean,0.42,analisis_essay-28,0.21584952,0.32599017,0.32255659,0.054748632,0.3201137,0.1104965
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,0.95,analisis_essay-29,0.99732447,0.91042805,1.1315446,-0.2874934,0.96320695,-0.11603641
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengakuan de facto yaitu pengakuan dari negara lain,0.29,analisis_essay-29,0.38803273,0.4713974,0.424428,-0.3298838,0.34780076,0.105578996
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengakuan dari negara lain secara de facto ini pengertiannya adalah pengakuan yang berdasarkan pada kenyataan faktual yang ada yang telah memenuhi persyaratan untuk menjadi negara misalnya secara de facto indonesia merdeka pada tanggal 17 agustus 1945,0.33,analisis_essay-29,0.5896745,0.49308842,0.6672742,-0.24155813,0.59846467,0.13230136
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,pengakuan de facto adalah pengakuan secara fakta atau kenyataan oleh negara lain,0.32,analisis_essay-29,0.40761915,0.48573428,0.41655752,-0.373047,0.37927336,0.13859707
Apa yang dimaksud dengan pengakuan de facto suatu negara? (Sebutkan juga unsur negara yang harus ada agar diakui). ,pengertian pengakuan de facto adalah pengakuan yang diberikan oleh suatu negara kepada negara lain yang telah memenuhi unsur unsur negara seperti ada pemimpin rakyat dan wilayahnya,kemerdekaan,0.0,analisis_essay-29,-0.06978977,0.050187692,0.014629928,-0.019540288,0.029392967,0.08053157
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,tidak mencatok tidak di kriting di beri madu dan lain lain,0.09,analisis_essay-3,0.14540368,0.00759292,0.1449191,0.11686715,0.07002585,0.0160117
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,mebersihkan dengan cara menggunakan shampo mebersihkan dengan cara menggunakan air bersih jangan diberi minyak rambut sembarangan beri minyak rambut beri vitamin rambut hindari debu hindari asap hindari kotoran yang jatuh di atas hindari kotoran asap hindari kotoran debu asap,0.27,analisis_essay-3,0.39328974,0.45448804,0.29615763,0.30496347,0.31854904,0.07242826
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,minyak alami minyak zaitun cuka apel mayones alpukat membersihkan rambut gunakan kondisioner hindari hair dryer memotong rambut vitamin b,0.26,analisis_essay-3,0.27912885,0.36576688,0.25628474,0.49928248,0.29858848,0.09440675
Sebutkan lebih dari 10 cara merawat kesehatan rambut?,1 selalu lindungi rambutmu dari sinar matahari angin dan hujan 2 setelah keramas jangan langsung menyisir tunggu beberapa saat sampai rambut agak kering 3 gunakan kondisioner setelah keramas kondisioner dapat membantu agar rambutmu semakin lurus 4 lakukan conditioning dengan benar 5 pilih sampo dan kondisioner dari jenis yang sama karena memiliki formulasi yang sama 6 hindari penggunaan hair dryer pada rambut 7 hindari menggunakan ikat rambut yang super ketat 8 ketika tidur di malam hari biarkan rambut tergerai pada satu sisi untuk menghindari kekusutan rambut 9 tidur menggunakan bantal yang terbuat dari satin 10 ketika mengeringkan rambut lakukan dengan cara ditekan 11 gunakan masker rambut yang cocok untuk rambut 12 gunakan air dingin untuk keramas 13 makan yang benar nutrisi tertentu seperti vitamin zat besi dan protein sangat penting untuk pertumbuhan rambut dan kesehatan,keramasi rambut jika rambut terasa lepek pakai madu agar menjaga kelembaban rambut pakai minyak zaitun agar rambut tidak rontok sering seringlah pakai hairmask rambut agar tetap sehat potong rambut jika rambut bercabang beri tonic setelah keramas pakai lidah buaya agar rambut tetap hitam dan lebat setelah keramas pakailah conditioner secukupnya pakai treatment setelah conditioner jangan sering pakai pelurus rambut agar tidak cepat rusak lakukan pengeringan rambut secara alami,0.43,analisis_essay-3,0.45882872,0.54755646,0.42903733,0.22228327,0.37964797,0.08007912
